"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
720,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(Wales)",2,2,2,"beaklength",41,0.41,-4175.48481290726,-0.0182704445179754,4175.48481290726,0.0182704445179754,100,1.82704445179754,0.171194877329198
721,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(Lee)",2,2,2,"beaklength",41,0.41,-5279.61648098274,-0.0183902054816933,5279.61648098274,0.0183902054816933,100,1.83902054816933,0.216464275720292
722,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(FM)",2,2,2,"beaklength",41,0.41,-5851.00996623006,-0.0192094360490509,5851.00996623006,0.0192094360490509,100,1.92094360490509,0.239891408615432
723,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Plant)","Der-Intro(Wales)",2,2,2,"beaklength",41,0.41,-3189.30018904163,-0.0123843655487622,3189.30018904163,0.0123843655487622,100,1.23843655487622,0.130761307750707
724,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Plant)","Der-Intro(Lee)",2,2,2,"beaklength",41,0.41,-4293.43185711711,-0.0138989746656288,4293.43185711711,0.0138989746656288,100,1.38989746656288,0.176030706141802
725,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Plant)","Der-Intro(FM)",2,2,2,"beaklength",41,0.41,-4864.82534236443,-0.0150270250149597,4864.82534236443,0.0150270250149597,100,1.50270250149597,0.199457839036942
726,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(Wales)",2,2,2,"thoraxwidth",41,0.41,-907.323992343671,-0.00606024700264435,907.323992343671,0.00606024700264435,100,0.606024700264435,0.0372002836860905
727,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(Lee)",2,2,2,"thoraxwidth",41,0.41,-645.631174659823,-0.00391674743399811,645.631174659823,0.00391674743399811,100,0.391674743399811,0.0264708781610528
728,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Key)","Der-Intro(FM)",2,2,2,"thoraxwidth",41,0.41,-1482.93168358449,-0.00755301926685155,1482.93168358449,0.00755301926685155,100,0.755301926685155,0.060800199026964
729,"Carroll 1997","Evolution 51: 1182-1188","Jadera haematoloma","Jadera haematoloma with new asian host in Florida",1,2,5,"2","1","1","Anc-Nativ(Plant)","Der-Intro(Wales)",2,2,2,"thoraxwidth",41,0.41,-282.788604412668,-0.00164642035656598,282.788604412668,0.00164642035656598,100,0.164642035656598,0.0115943327809194
